matricula_id,cidade,indice_desenvolvimento_da_cidade,genero,experiencia_relevante,universidade_matriculada,nivel_educacional,disciplina_principal,experiencia,tamanho_da_empresa,tipo_da_empresa,ultimo_novo_emprego,horas_treinamento
1135,city_104,924,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",17,100-500,Empresa Privada Ltda,1 ano,83
29230,city_46,762,Masculino,Possui experiência relevante,,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",10,10000+,Empresa Privada Ltda,Mais de 4 anos,3
16972,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",6,50-99,Empresa Privada Ltda,Mais de 4 anos,27
25730,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",17,50-99,Empresa Privada Ltda,4 anos,58
17021,city_160,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",6,100-500,Startup Financiada,1 ano,102
19032,city_159,843,Masculino,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",16,10000+,Empresa Privada Ltda,4 anos,89
6154,city_114,"9,26E+15",Masculino,Não possui experiência relevante,Curso em tempo integral,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",9,5000-9999,Empresa Privada Ltda,1 ano,68
2744,city_16,91,Masculino,Possui experiência relevante,Não matriculado,Ensino Médio,,19,500-999,Empresa Privada Ltda,1 ano,38
621,city_136,897,Masculino,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",1,,,1 ano,18
14035,city_21,624,,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",2,,,Nunca,18
13621,city_21,624,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",8,<10,Startup em Estágio inicial,1 ano,121
19202,city_103,92,Masculino,Possui experiência relevante,,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",7,1000-4999,Empresa Privada Ltda,1 ano,26
29010,city_21,624,Masculino,Possui experiência relevante,Curso em tempo integral,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",2,10000+,Empresa Privada Ltda,1 ano,23
3606,city_103,92,Masculino,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,7,10/49,Empresa Privada Ltda,1 ano,88
22214,city_167,"9,21E+15",,Não possui experiência relevante,Não matriculado,Ensino Fundamental,,6,<10,Empresa Privada Ltda,3 anos,34
16245,city_158,"7,66E+15",Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",5,50-99,Empresa Privada Ltda,2 anos,26
30639,city_160,92,,Possui experiência relevante,,Graduação,Humanas,8,50-99,ONG,1 ano,306
28365,city_16,91,Feminino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",10,,Empresa Privada Ltda,1 ano,15
30546,city_104,924,,Não possui experiência relevante,Não matriculado,,,4,,,Nunca,134
7792,city_76,698,,Não possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",>20,,,2 anos,168
12846,city_21,624,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",5,1000-4999,Empresa Privada Ltda,1 ano,25
25038,city_16,91,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,,,Mais de 4 anos,182
17919,city_116,743,,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,Humanas,2,,,Nunca,298
6465,city_136,897,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",19,50-99,Empresa Privada Ltda,2 anos,56
13836,city_138,836,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",15,100-500,Empresa Privada Ltda,1 ano,13
30399,city_114,"9,26E+15",Masculino,Não possui experiência relevante,Não matriculado,Ensino Médio,,2,100-500,Empresa Privada Ltda,1 ano,42
27949,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,Humanas,19,50-99,Empresa Privada Ltda,2 anos,5
27512,city_16,91,Feminino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",5,10/49,Empresa Privada Ltda,1 ano,57
22507,city_123,738,Masculino,Possui experiência relevante,Não matriculado,Graduação,Outros,8,100-500,ONG,1 ano,91
656,city_116,743,Masculino,Não possui experiência relevante,Não matriculado,,,5,,,1 ano,16
23663,city_150,698,Masculino,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",3,,,1 ano,128
30907,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,10000+,Empresa Privada Ltda,1 ano,58
30023,city_45,89,Masculino,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,2,100-500,Empresa Privada Ltda,1 ano,194
22045,city_10,895,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,,,Mais de 4 anos,280
2209,city_104,924,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,50-99,Empresa Privada Ltda,Mais de 4 anos,61
4838,city_103,92,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",5,,,Mais de 4 anos,106
28498,city_103,92,Feminino,Possui experiência relevante,Não matriculado,Graduação,Artes,4,500-999,Empresa Privada Ltda,2 anos,18
1179,city_160,92,Masculino,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",6,10/49,,1 ano,43
10682,city_104,924,,Não possui experiência relevante,,,,4,,,2 anos,3
20707,city_136,897,Masculino,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,4,,,1 ano,4
31228,city_21,624,Masculino,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,3,,Empresa Privada Ltda,Nunca,97
11642,city_114,"9,26E+15",Masculino,Possui experiência relevante,Não matriculado,,,8,100-500,Empresa Privada Ltda,Mais de 4 anos,62
14477,city_21,624,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",3,100-500,Empresa Privada Ltda,1 ano,55
25737,city_114,"9,26E+15",,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,5,100-500,Setor PÃºblico,1 ano,15
21032,city_160,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",3,,,2 anos,58
30770,city_21,624,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",9,50-99,Empresa Privada Ltda,1 ano,20
28733,city_71,884,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,<10,Empresa Privada Ltda,3 anos,33
26032,city_103,92,Masculino,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",6,,,Nunca,74
2421,city_21,624,,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",5,50-99,Empresa Privada Ltda,1 ano,10
6027,city_103,92,Feminino,Não possui experiência relevante,Não matriculado,Doutorado,"Ciência, Tecnologia, Engenharia e Matemática",6,100-500,Startup Financiada,2 anos,40
7266,city_128,527,,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",4,,,4 anos,136
20956,city_136,897,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",9,50-99,Empresa Privada Ltda,4 anos,36
26068,city_93,865,Masculino,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",6,10000+,Empresa Privada Ltda,Mais de 4 anos,218
20179,city_114,"9,26E+15",,Não possui experiência relevante,,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",6,<10,Empresa Privada Ltda,2 anos,11
32956,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,Artes,4,10000+,Empresa Privada Ltda,1 ano,51
12570,city_21,624,Masculino,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",2,100-500,Empresa Privada Ltda,1 ano,83
7689,city_21,624,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",2,5000-9999,Empresa Privada Ltda,1 ano,31
19653,city_114,"9,26E+15",Masculino,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,5,,,Nunca,68
8447,city_159,843,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",2,1000-4999,Empresa Privada Ltda,2 anos,112
18513,city_50,"8,96E+15",Masculino,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,2,,,1 ano,61
4066,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",>20,50-99,Empresa Privada Ltda,Mais de 4 anos,56
613,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",10,100-500,Setor Público,4 anos,34
12437,city_16,91,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",>20,50-99,Empresa Privada Ltda,2 anos,45
20917,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",10,,,1 ano,6
12505,city_21,624,,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",4,5000-9999,Empresa Privada Ltda,2 anos,90
22510,city_21,624,,Possui experiência relevante,Não matriculado,,,8,10/49,Empresa Privada Ltda,1 ano,55
6642,city_21,624,,Possui experiência relevante,Não matriculado,Graduação,Outros,4,100-500,Empresa Privada Ltda,2 anos,144
8562,city_103,92,Masculino,Não possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",7,5000-9999,Setor PÃºblico,1 ano,47
13030,city_103,92,Masculino,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",10,10000+,Empresa Privada Ltda,2 anos,48
33291,city_76,698,Masculino,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",10,10/49,Startup em EstÃ¡gio Inicial,1 ano,3
10469,city_103,92,Masculino,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",4,,,1 ano,12
30777,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,10000+,Empresa Privada Ltda,Mais de 4 anos,6
31756,city_128,527,Masculino,Não possui experiência relevante,Não matriculado,Ensino Médio,,4,,,4 anos,27
3879,city_23,899,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",9,50-99,Startup Financiada,4 anos,54
16255,city_21,624,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",8,10000+,Empresa Privada Ltda,2 anos,20
5050,city_67,855,Feminino,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",5,,,1 ano,34
4273,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",>20,,,Mais de 4 anos,15
14867,city_36,893,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",11,500-999,Empresa Privada Ltda,Nunca,40
16180,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",18,,,1 ano,14
8491,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",11,<10,Startup em Estágio inicial,1 ano,9
23514,city_114,"9,26E+15",,Não possui experiência relevante,Não matriculado,Ensino Médio,,5,500-999,Setor PÃºblico,3 anos,43
14398,city_123,738,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",4,50-99,Startup em Estágio inicial,1 ano,192
11444,city_90,698,,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",10,100-500,Empresa Privada Ltda,1 ano,210
22303,city_16,91,Feminino,Possui experiência relevante,Não matriculado,Doutorado,"Ciência, Tecnologia, Engenharia e Matemática",11,,,Nunca,24
7391,city_118,722,Masculino,Possui experiência relevante,,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",4,100-500,Empresa Privada Ltda,1 ano,16
9195,city_21,624,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",10,100-500,Empresa Privada Ltda,2 anos,129
7519,city_103,92,Masculino,Não possui experiência relevante,Curso em tempo integral,Mestrado,Humanas,8,<10,Setor PÃºblico,4 anos,56
15307,city_103,92,Masculino,Não possui experiência relevante,Não matriculado,Ensino Médio,,10,,,4 anos,50
24683,city_103,92,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",17,50-99,Empresa Privada Ltda,Mais de 4 anos,56
27067,city_21,624,Masculino,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",2,,,Nunca,28
11327,city_114,"9,26E+15",Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",12,1000-4999,Setor Público,Mais de 4 anos,17
2529,city_19,682,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",11,,,2 anos,45
31349,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",13,100-500,Empresa Privada Ltda,1 ano,276
30739,city_75,"9,39E+15",Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",10,<10,Empresa Privada Ltda,1 ano,6
32141,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",15,100-500,Startup Financiada,3 anos,61
7759,city_160,92,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",4,,,2 anos,36
16286,city_46,762,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",5,,,Mais de 4 anos,7
5381,city_100,887,Masculino,Não possui experiência relevante,Não matriculado,,,3,,,,44
16782,city_160,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,,,1 ano,256
8122,city_61,"9,13E+15",,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,4,,,Nunca,4
4370,city_21,624,Masculino,Não possui experiência relevante,Não matriculado,Ensino Médio,,5,,,4 anos,244
13883,city_136,897,Masculino,Possui experiência relevante,Não matriculado,Mestrado,Humanas,9,50-99,Empresa Privada Ltda,1 ano,7
21673,city_36,893,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",7,500-999,Empresa Privada Ltda,1 ano,57
24268,city_16,91,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",11,1000-4999,Empresa Privada Ltda,2 anos,97
17200,city_150,698,,Não possui experiência relevante,Não matriculado,Ensino Médio,,<1,,,Nunca,146
31533,city_114,"9,26E+15",Masculino,Não possui experiência relevante,Não matriculado,Ensino Médio,,6,50-99,Empresa Privada Ltda,4 anos,46
23172,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",7,10000+,Empresa Privada Ltda,1 ano,103
